neighborhoodCrimeStatisticsID,neighborhood,ucrDescription,number,Date
959,HARRISON,Rape,2.0,2017-09-01
960,HARRISON,Robbery,1.0,2017-09-01
961,HAWTHORNE,Aggravated Assault,8.0,2017-09-01
963,HAWTHORNE,Auto Theft,6.0,2017-09-01
964,HAWTHORNE,Burglary,4.0,2017-09-01
966,HAWTHORNE,Larceny,18.0,2017-09-01
967,HAWTHORNE,Rape,4.0,2017-09-01
968,HAWTHORNE,Robbery,5.0,2017-09-01
969,HIAWATHA,Aggravated Assault,1.0,2017-09-01
971,HIAWATHA,Auto Theft,3.0,2017-09-01
972,HIAWATHA,Burglary,5.0,2017-09-01
974,HIAWATHA,Larceny,17.0,2017-09-01
976,HIAWATHA,Robbery,1.0,2017-09-01
979,HOLLAND,Auto Theft,1.0,2017-09-01
980,HOLLAND,Burglary,5.0,2017-09-01
982,HOLLAND,Larceny,12.0,2017-09-01
984,HOLLAND,Robbery,1.0,2017-09-01
985,HOWE,Aggravated Assault,3.0,2017-09-01
987,HOWE,Auto Theft,4.0,2017-09-01
988,HOWE,Burglary,10.0,2017-09-01
990,HOWE,Larceny,12.0,2017-09-01
992,HOWE,Robbery,1.0,2017-09-01
1001,JORDAN,Aggravated Assault,9.0,2017-09-01
1002,JORDAN,Arson,1.0,2017-09-01
1003,JORDAN,Auto Theft,11.0,2017-09-01
1004,JORDAN,Burglary,6.0,2017-09-01
1006,JORDAN,Larceny,25.0,2017-09-01
1007,JORDAN,Rape,2.0,2017-09-01
1008,JORDAN,Robbery,7.0,2017-09-01
1011,KEEWAYDIN,Auto Theft,1.0,2017-09-01
1012,KEEWAYDIN,Burglary,2.0,2017-09-01
1014,KEEWAYDIN,Larceny,6.0,2017-09-01
1019,KENNY,Auto Theft,1.0,2017-09-01
1020,KENNY,Burglary,2.0,2017-09-01
1022,KENNY,Larceny,4.0,2017-09-01
1028,KENWOOD,Burglary,1.0,2017-09-01
1030,KENWOOD,Larceny,1.0,2017-09-01
1035,KING FIELD,Auto Theft,2.0,2017-09-01
1036,KING FIELD,Burglary,9.0,2017-09-01
1037,KING FIELD,Homicide,1.0,2017-09-01
1038,KING FIELD,Larceny,18.0,2017-09-01
1040,KING FIELD,Robbery,1.0,2017-09-01
1041,LIND - BOHANON,Aggravated Assault,2.0,2017-09-01
1042,LIND - BOHANON,Arson,1.0,2017-09-01
1043,LIND - BOHANON,Auto Theft,1.0,2017-09-01
1044,LIND - BOHANON,Burglary,10.0,2017-09-01
1046,LIND - BOHANON,Larceny,4.0,2017-09-01
1051,LINDEN HILLS,Auto Theft,1.0,2017-09-01
1052,LINDEN HILLS,Burglary,2.0,2017-09-01
1054,LINDEN HILLS,Larceny,14.0,2017-09-01
1056,LINDEN HILLS,Robbery,1.0,2017-09-01
1059,LOGAN PARK,Auto Theft,2.0,2017-09-01
1060,LOGAN PARK,Burglary,3.0,2017-09-01
1062,LOGAN PARK,Larceny,8.0,2017-09-01
1064,LOGAN PARK,Robbery,1.0,2017-09-01
1065,LONGFELLOW,Aggravated Assault,1.0,2017-09-01
1067,LONGFELLOW,Auto Theft,3.0,2017-09-01
1068,LONGFELLOW,Burglary,4.0,2017-09-01
1070,LONGFELLOW,Larceny,36.0,2017-09-01
1071,LONGFELLOW,Rape,1.0,2017-09-01
1072,LONGFELLOW,Robbery,2.0,2017-09-01
1073,LORING PARK,Aggravated Assault,7.0,2017-09-01
1075,LORING PARK,Auto Theft,5.0,2017-09-01
1076,LORING PARK,Burglary,1.0,2017-09-01
1078,LORING PARK,Larceny,40.0,2017-09-01
1079,LORING PARK,Rape,1.0,2017-09-01
1080,LORING PARK,Robbery,6.0,2017-09-01
1083,LOWRY HILL,Auto Theft,1.0,2017-09-01
1086,LOWRY HILL,Larceny,4.0,2017-09-01
1091,LOWRY HILL EAST,Auto Theft,3.0,2017-09-01
1092,LOWRY HILL EAST,Burglary,6.0,2017-09-01
1094,LOWRY HILL EAST,Larceny,26.0,2017-09-01
1096,LOWRY HILL EAST,Robbery,2.0,2017-09-01
1097,LYNDALE,Aggravated Assault,4.0,2017-09-01
1099,LYNDALE,Auto Theft,3.0,2017-09-01
1100,LYNDALE,Burglary,4.0,2017-09-01
1102,LYNDALE,Larceny,26.0,2017-09-01
1103,LYNDALE,Rape,1.0,2017-09-01
1104,LYNDALE,Robbery,6.0,2017-09-01
1107,LYNNHURST,Auto Theft,1.0,2017-09-01
1108,LYNNHURST,Burglary,3.0,2017-09-01
1110,LYNNHURST,Larceny,11.0,2017-09-01
1113,MARCY HOLMES,Aggravated Assault,2.0,2017-09-01
1115,MARCY HOLMES,Auto Theft,10.0,2017-09-01
1116,MARCY HOLMES,Burglary,11.0,2017-09-01
1118,MARCY HOLMES,Larceny,46.0,2017-09-01
1119,MARCY HOLMES,Rape,1.0,2017-09-01
1120,MARCY HOLMES,Robbery,2.0,2017-09-01
1123,MARSHALL TERRACE,Auto Theft,2.0,2017-09-01
1126,MARSHALL TERRACE,Larceny,5.0,2017-09-01
1129,MCKINLEY,Aggravated Assault,4.0,2017-09-01
1130,MCKINLEY,Arson,2.0,2017-09-01
1131,MCKINLEY,Auto Theft,2.0,2017-09-01
1132,MCKINLEY,Burglary,7.0,2017-09-01
1134,MCKINLEY,Larceny,6.0,2017-09-01
1136,MCKINLEY,Robbery,2.0,2017-09-01
1140,MID - CITY INDUSTRIAL,Burglary,2.0,2017-09-01
1142,MID - CITY INDUSTRIAL,Larceny,9.0,2017-09-01
1145,MIDTOWN PHILLIPS,Aggravated Assault,3.0,2017-09-01
1147,MIDTOWN PHILLIPS,Auto Theft,5.0,2017-09-01
1148,MIDTOWN PHILLIPS,Burglary,3.0,2017-09-01
1150,MIDTOWN PHILLIPS,Larceny,5.0,2017-09-01
1151,MIDTOWN PHILLIPS,Rape,1.0,2017-09-01
1152,MIDTOWN PHILLIPS,Robbery,3.0,2017-09-01
1153,MINNEHAHA,Aggravated Assault,1.0,2017-09-01
1156,MINNEHAHA,Burglary,6.0,2017-09-01
1158,MINNEHAHA,Larceny,8.0,2017-09-01
1164,MORRIS PARK,Burglary,3.0,2017-09-01
1169,NEAR - NORTH,Aggravated Assault,12.0,2017-09-01
1170,NEAR - NORTH,Arson,7.0,2017-09-01
1171,NEAR - NORTH,Auto Theft,6.0,2017-09-01
1172,NEAR - NORTH,Burglary,4.0,2017-09-01
1174,NEAR - NORTH,Larceny,31.0,2017-09-01
1175,NEAR - NORTH,Rape,1.0,2017-09-01
1176,NEAR - NORTH,Robbery,8.0,2017-09-01
1177,NICOLLET ISLAND - EAST BANK,Aggravated Assault,2.0,2017-09-01
1179,NICOLLET ISLAND - EAST BANK,Auto Theft,1.0,2017-09-01
1182,NICOLLET ISLAND - EAST BANK,Larceny,10.0,2017-09-01
1184,NICOLLET ISLAND - EAST BANK,Robbery,1.0,2017-09-01
1187,NORTH LOOP,Auto Theft,2.0,2017-09-01
1188,NORTH LOOP,Burglary,2.0,2017-09-01
1190,NORTH LOOP,Larceny,40.0,2017-09-01
1191,NORTH LOOP,Rape,2.0,2017-09-01
1192,NORTH LOOP,Robbery,7.0,2017-09-01
1196,NORTHEAST PARK,Burglary,2.0,2017-09-01
1198,NORTHEAST PARK,Larceny,16.0,2017-09-01
1203,NORTHROP,Auto Theft,1.0,2017-09-01
1204,NORTHROP,Burglary,10.0,2017-09-01
1206,NORTHROP,Larceny,7.0,2017-09-01
1207,NORTHROP,Rape,1.0,2017-09-01
1208,NORTHROP,Robbery,1.0,2017-09-01
1217,PHILLIPS WEST,Aggravated Assault,4.0,2017-09-01
1219,PHILLIPS WEST,Auto Theft,2.0,2017-09-01
1220,PHILLIPS WEST,Burglary,3.0,2017-09-01
1222,PHILLIPS WEST,Larceny,12.0,2017-09-01
1223,PHILLIPS WEST,Rape,1.0,2017-09-01
1224,PHILLIPS WEST,Robbery,5.0,2017-09-01
1225,POWDERHORN PARK,Aggravated Assault,5.0,2017-09-01
1227,POWDERHORN PARK,Auto Theft,10.0,2017-09-01
1228,POWDERHORN PARK,Burglary,9.0,2017-09-01
1230,POWDERHORN PARK,Larceny,10.0,2017-09-01
1232,POWDERHORN PARK,Robbery,7.0,2017-09-01
1235,PROSPECT PARK - EAST RIVER ROAD,Auto Theft,7.0,2017-09-01
1236,PROSPECT PARK - EAST RIVER ROAD,Burglary,7.0,2017-09-01
1238,PROSPECT PARK - EAST RIVER ROAD,Larceny,38.0,2017-09-01
1239,PROSPECT PARK - EAST RIVER ROAD,Rape,1.0,2017-09-01
1243,REGINA,Auto Theft,2.0,2017-09-01
1244,REGINA,Burglary,3.0,2017-09-01
1245,REGINA,Homicide,1.0,2017-09-01
1246,REGINA,Larceny,1.0,2017-09-01
1249,SEWARD,Aggravated Assault,2.0,2017-09-01
1251,SEWARD,Auto Theft,4.0,2017-09-01
1252,SEWARD,Burglary,3.0,2017-09-01
1254,SEWARD,Larceny,14.0,2017-09-01
1256,SEWARD,Robbery,1.0,2017-09-01
1259,SHERIDAN,Auto Theft,4.0,2017-09-01
1260,SHERIDAN,Burglary,3.0,2017-09-01
1262,SHERIDAN,Larceny,6.0,2017-09-01
1265,SHINGLE CREEK,Aggravated Assault,1.0,2017-09-01
1267,SHINGLE CREEK,Auto Theft,2.0,2017-09-01
1268,SHINGLE CREEK,Burglary,3.0,2017-09-01
1270,SHINGLE CREEK,Larceny,4.0,2017-09-01
1272,SHINGLE CREEK,Robbery,1.0,2017-09-01
1273,ST. ANTHONY EAST,Aggravated Assault,1.0,2017-09-01
1275,ST. ANTHONY EAST,Auto Theft,1.0,2017-09-01
1276,ST. ANTHONY EAST,Burglary,4.0,2017-09-01
1278,ST. ANTHONY EAST,Larceny,2.0,2017-09-01
1283,ST. ANTHONY WEST,Auto Theft,1.0,2017-09-01
1286,ST. ANTHONY WEST,Larceny,2.0,2017-09-01
1288,ST. ANTHONY WEST,Robbery,1.0,2017-09-01
1291,STANDISH,Auto Theft,5.0,2017-09-01
1292,STANDISH,Burglary,9.0,2017-09-01
1294,STANDISH,Larceny,15.0,2017-09-01
1297,STEVENS SQUARE - LORING HEIGHTS,Aggravated Assault,1.0,2017-09-01
1299,STEVENS SQUARE - LORING HEIGHTS,Auto Theft,3.0,2017-09-01
1302,STEVENS SQUARE - LORING HEIGHTS,Larceny,12.0,2017-09-01
1304,STEVENS SQUARE - LORING HEIGHTS,Robbery,3.0,2017-09-01
1306,SUMNER - GLENWOOD,Arson,1.0,2017-09-01
1308,SUMNER - GLENWOOD,Burglary,1.0,2017-09-01
1310,SUMNER - GLENWOOD,Larceny,3.0,2017-09-01
1311,SUMNER - GLENWOOD,Rape,1.0,2017-09-01
1312,SUMNER - GLENWOOD,Robbery,2.0,2017-09-01
1315,TANGLETOWN,Auto Theft,1.0,2017-09-01
1316,TANGLETOWN,Burglary,2.0,2017-09-01
1318,TANGLETOWN,Larceny,5.0,2017-09-01
1326,UNIVERSITY OF MINNESOTA,Larceny,7.0,2017-09-01
1329,VENTURA VILLAGE,Aggravated Assault,2.0,2017-09-01
1330,VENTURA VILLAGE,Arson,2.0,2017-09-01
1331,VENTURA VILLAGE,Auto Theft,1.0,2017-09-01
1332,VENTURA VILLAGE,Burglary,5.0,2017-09-01
1333,VENTURA VILLAGE,Homicide,1.0,2017-09-01
1334,VENTURA VILLAGE,Larceny,15.0,2017-09-01
1336,VENTURA VILLAGE,Robbery,4.0,2017-09-01
1337,VICTORY,Aggravated Assault,1.0,2017-09-01
1339,VICTORY,Auto Theft,1.0,2017-09-01
1340,VICTORY,Burglary,8.0,2017-09-01
1342,VICTORY,Larceny,4.0,2017-09-01
1343,VICTORY,Rape,1.0,2017-09-01
1344,VICTORY,Robbery,2.0,2017-09-01
1347,WAITE PARK,Auto Theft,1.0,2017-09-01
1348,WAITE PARK,Burglary,3.0,2017-09-01
1350,WAITE PARK,Larceny,3.0,2017-09-01
1353,WEBBER - CAMDEN,Aggravated Assault,11.0,2017-09-01
1356,WEBBER - CAMDEN,Burglary,11.0,2017-09-01
1358,WEBBER - CAMDEN,Larceny,9.0,2017-09-01
1361,WENONAH,Aggravated Assault,2.0,2017-09-01
1363,WENONAH,Auto Theft,1.0,2017-09-01
1364,WENONAH,Burglary,4.0,2017-09-01
1366,WENONAH,Larceny,5.0,2017-09-01
1367,WENONAH,Rape,2.0,2017-09-01
1368,WENONAH,Robbery,1.0,2017-09-01
1371,WEST CALHOUN,Auto Theft,2.0,2017-09-01
1372,WEST CALHOUN,Burglary,3.0,2017-09-01
1374,WEST CALHOUN,Larceny,9.0,2017-09-01
1377,WHITTIER,Aggravated Assault,5.0,2017-09-01
1378,WHITTIER,Arson,1.0,2017-09-01
1379,WHITTIER,Auto Theft,5.0,2017-09-01
1380,WHITTIER,Burglary,8.0,2017-09-01
1382,WHITTIER,Larceny,57.0,2017-09-01
1383,WHITTIER,Rape,1.0,2017-09-01
1384,WHITTIER,Robbery,8.0,2017-09-01
1385,WILLARD - HAY,Aggravated Assault,10.0,2017-09-01
1386,WILLARD - HAY,Arson,1.0,2017-09-01
1387,WILLARD - HAY,Auto Theft,6.0,2017-09-01
1388,WILLARD - HAY,Burglary,13.0,2017-09-01
1390,WILLARD - HAY,Larceny,15.0,2017-09-01
1391,WILLARD - HAY,Rape,1.0,2017-09-01
1392,WILLARD - HAY,Robbery,2.0,2017-09-01
1393,WINDOM,Aggravated Assault,1.0,2017-09-01
1396,WINDOM,Burglary,1.0,2017-09-01
1397,WINDOM,Homicide,1.0,2017-09-01
1398,WINDOM,Larceny,9.0,2017-09-01
1399,WINDOM,Rape,1.0,2017-09-01
1401,WINDOM PARK,Aggravated Assault,2.0,2017-09-01
1403,WINDOM PARK,Auto Theft,2.0,2017-09-01
1406,WINDOM PARK,Larceny,5.0,2017-09-01
1409,** NOT ASSIGNED **,Aggravated Assault,2.0,2017-10-01
1414,** NOT ASSIGNED **,Larceny,14.0,2017-10-01
1415,** NOT ASSIGNED **,Rape,1.0,2017-10-01
1419,ARMATAGE,Auto Theft,1.0,2017-10-01
1420,ARMATAGE,Burglary,1.0,2017-10-01
1422,ARMATAGE,Larceny,5.0,2017-10-01
1425,AUDUBON PARK,Aggravated Assault,1.0,2017-10-01
1427,AUDUBON PARK,Auto Theft,1.0,2017-10-01
1428,AUDUBON PARK,Burglary,15.0,2017-10-01
1430,AUDUBON PARK,Larceny,10.0,2017-10-01
1432,AUDUBON PARK,Robbery,4.0,2017-10-01
1433,BANCROFT,Aggravated Assault,2.0,2017-10-01
1435,BANCROFT,Auto Theft,1.0,2017-10-01
1436,BANCROFT,Burglary,8.0,2017-10-01
1438,BANCROFT,Larceny,4.0,2017-10-01
1440,BANCROFT,Robbery,1.0,2017-10-01
1443,BELTRAMI,Auto Theft,1.0,2017-10-01
1444,BELTRAMI,Burglary,1.0,2017-10-01
1446,BELTRAMI,Larceny,3.0,2017-10-01
1448,BELTRAMI,Robbery,2.0,2017-10-01
1451,BOTTINEAU,Auto Theft,1.0,2017-10-01
1452,BOTTINEAU,Burglary,1.0,2017-10-01
1454,BOTTINEAU,Larceny,6.0,2017-10-01
1457,BRYANT,Aggravated Assault,1.0,2017-10-01
1460,BRYANT,Burglary,2.0,2017-10-01
1462,BRYANT,Larceny,4.0,2017-10-01
1464,BRYANT,Robbery,1.0,2017-10-01
1467,BRYN - MAWR,Auto Theft,1.0,2017-10-01
1468,BRYN - MAWR,Burglary,8.0,2017-10-01
1470,BRYN - MAWR,Larceny,3.0,2017-10-01
1483,CARAG,Auto Theft,1.0,2017-10-01
1484,CARAG,Burglary,10.0,2017-10-01
1486,CARAG,Larceny,18.0,2017-10-01
1487,CARAG,Rape,2.0,2017-10-01
1488,CARAG,Robbery,2.0,2017-10-01
1491,CEDAR - ISLES - DEAN,Auto Theft,1.0,2017-10-01
1492,CEDAR - ISLES - DEAN,Burglary,2.0,2017-10-01
1494,CEDAR - ISLES - DEAN,Larceny,3.0,2017-10-01
1497,CEDAR RIVERSIDE,Aggravated Assault,5.0,2017-10-01
1499,CEDAR RIVERSIDE,Auto Theft,4.0,2017-10-01
1500,CEDAR RIVERSIDE,Burglary,1.0,2017-10-01
1502,CEDAR RIVERSIDE,Larceny,21.0,2017-10-01
1503,CEDAR RIVERSIDE,Rape,1.0,2017-10-01
1504,CEDAR RIVERSIDE,Robbery,3.0,2017-10-01
1505,CENTRAL,Aggravated Assault,6.0,2017-10-01
1507,CENTRAL,Auto Theft,2.0,2017-10-01
1508,CENTRAL,Burglary,11.0,2017-10-01
1510,CENTRAL,Larceny,6.0,2017-10-01
1512,CENTRAL,Robbery,6.0,2017-10-01
1513,CLEVELAND,Aggravated Assault,2.0,2017-10-01
1514,CLEVELAND,Arson,1.0,2017-10-01
1515,CLEVELAND,Auto Theft,2.0,2017-10-01
1516,CLEVELAND,Burglary,3.0,2017-10-01
1518,CLEVELAND,Larceny,3.0,2017-10-01
1519,CLEVELAND,Rape,1.0,2017-10-01
1520,CLEVELAND,Robbery,1.0,2017-10-01
1521,COLUMBIA PARK,Aggravated Assault,1.0,2017-10-01
1524,COLUMBIA PARK,Burglary,2.0,2017-10-01
1526,COLUMBIA PARK,Larceny,3.0,2017-10-01
1527,COLUMBIA PARK,Rape,1.0,2017-10-01
1529,COMO,Aggravated Assault,1.0,2017-10-01
1531,COMO,Auto Theft,3.0,2017-10-01
1532,COMO,Burglary,1.0,2017-10-01
1534,COMO,Larceny,15.0,2017-10-01
1535,COMO,Rape,2.0,2017-10-01
1536,COMO,Robbery,1.0,2017-10-01
1539,COOPER,Auto Theft,1.0,2017-10-01
1540,COOPER,Burglary,2.0,2017-10-01
1542,COOPER,Larceny,8.0,2017-10-01
1545,CORCORAN,Aggravated Assault,1.0,2017-10-01
1547,CORCORAN,Auto Theft,3.0,2017-10-01
1548,CORCORAN,Burglary,7.0,2017-10-01
1549,CORCORAN,Homicide,1.0,2017-10-01
1550,CORCORAN,Larceny,4.0,2017-10-01
1552,CORCORAN,Robbery,2.0,2017-10-01
1553,DIAMOND LAKE,Aggravated Assault,1.0,2017-10-01
1556,DIAMOND LAKE,Burglary,4.0,2017-10-01
1558,DIAMOND LAKE,Larceny,6.0,2017-10-01
1563,DOWNTOWN EAST,Auto Theft,1.0,2017-10-01
1564,DOWNTOWN EAST,Burglary,1.0,2017-10-01
1566,DOWNTOWN EAST,Larceny,23.0,2017-10-01
1567,DOWNTOWN EAST,Rape,1.0,2017-10-01
1568,DOWNTOWN EAST,Robbery,1.0,2017-10-01
1569,DOWNTOWN WEST,Aggravated Assault,9.0,2017-10-01
1571,DOWNTOWN WEST,Auto Theft,7.0,2017-10-01
1572,DOWNTOWN WEST,Burglary,8.0,2017-10-01
1574,DOWNTOWN WEST,Larceny,142.0,2017-10-01
1575,DOWNTOWN WEST,Rape,6.0,2017-10-01
1576,DOWNTOWN WEST,Robbery,10.0,2017-10-01
1577,EAST HARRIET,Aggravated Assault,1.0,2017-10-01
1579,EAST HARRIET,Auto Theft,1.0,2017-10-01
1580,EAST HARRIET,Burglary,2.0,2017-10-01
1582,EAST HARRIET,Larceny,10.0,2017-10-01
1587,EAST ISLES,Auto Theft,2.0,2017-10-01
1588,EAST ISLES,Burglary,2.0,2017-10-01
1590,EAST ISLES,Larceny,15.0,2017-10-01
1593,EAST PHILLIPS,Aggravated Assault,5.0,2017-10-01
1595,EAST PHILLIPS,Auto Theft,5.0,2017-10-01
1596,EAST PHILLIPS,Burglary,5.0,2017-10-01
1598,EAST PHILLIPS,Larceny,17.0,2017-10-01
1600,EAST PHILLIPS,Robbery,3.0,2017-10-01
1601,ECCO,Aggravated Assault,1.0,2017-10-01
1603,ECCO,Auto Theft,1.0,2017-10-01
1604,ECCO,Burglary,2.0,2017-10-01
1606,ECCO,Larceny,18.0,2017-10-01
1608,ECCO,Robbery,2.0,2017-10-01
1609,ELLIOT PARK,Aggravated Assault,1.0,2017-10-01
1610,ELLIOT PARK,Arson,1.0,2017-10-01
1611,ELLIOT PARK,Auto Theft,1.0,2017-10-01
1612,ELLIOT PARK,Burglary,2.0,2017-10-01
1613,ELLIOT PARK,Homicide,1.0,2017-10-01
1614,ELLIOT PARK,Larceny,24.0,2017-10-01
1615,ELLIOT PARK,Rape,3.0,2017-10-01
1620,ERICSSON,Burglary,18.0,2017-10-01
1622,ERICSSON,Larceny,5.0,2017-10-01
1628,FIELD,Burglary,5.0,2017-10-01
1630,FIELD,Larceny,5.0,2017-10-01
1633,FOLWELL,Aggravated Assault,8.0,2017-10-01
1635,FOLWELL,Auto Theft,3.0,2017-10-01
1636,FOLWELL,Burglary,5.0,2017-10-01
1638,FOLWELL,Larceny,13.0,2017-10-01
1639,FOLWELL,Rape,1.0,2017-10-01
1640,FOLWELL,Robbery,5.0,2017-10-01
1643,FULTON,Auto Theft,2.0,2017-10-01
1644,FULTON,Burglary,6.0,2017-10-01
1646,FULTON,Larceny,10.0,2017-10-01
1647,FULTON,Rape,1.0,2017-10-01
1648,FULTON,Robbery,1.0,2017-10-01
1649,HALE,Aggravated Assault,1.0,2017-10-01
1652,HALE,Burglary,2.0,2017-10-01
1654,HALE,Larceny,2.0,2017-10-01
1657,HARRISON,Aggravated Assault,2.0,2017-10-01
1659,HARRISON,Auto Theft,2.0,2017-10-01
1660,HARRISON,Burglary,1.0,2017-10-01
1662,HARRISON,Larceny,6.0,2017-10-01
1663,HARRISON,Rape,1.0,2017-10-01
1664,HARRISON,Robbery,2.0,2017-10-01
1665,HAWTHORNE,Aggravated Assault,11.0,2017-10-01
1667,HAWTHORNE,Auto Theft,12.0,2017-10-01
1668,HAWTHORNE,Burglary,8.0,2017-10-01
1670,HAWTHORNE,Larceny,23.0,2017-10-01
1671,HAWTHORNE,Rape,2.0,2017-10-01
1672,HAWTHORNE,Robbery,6.0,2017-10-01
1673,HIAWATHA,Aggravated Assault,1.0,2017-10-01
1675,HIAWATHA,Auto Theft,2.0,2017-10-01
1676,HIAWATHA,Burglary,2.0,2017-10-01
1678,HIAWATHA,Larceny,15.0,2017-10-01
1684,HOLLAND,Burglary,7.0,2017-10-01
1686,HOLLAND,Larceny,12.0,2017-10-01
1688,HOLLAND,Robbery,1.0,2017-10-01
1691,HOWE,Auto Theft,2.0,2017-10-01
1692,HOWE,Burglary,8.0,2017-10-01
1694,HOWE,Larceny,23.0,2017-10-01
1696,HOWE,Robbery,1.0,2017-10-01
1705,JORDAN,Aggravated Assault,12.0,2017-10-01
1707,JORDAN,Auto Theft,9.0,2017-10-01
1708,JORDAN,Burglary,12.0,2017-10-01
1710,JORDAN,Larceny,22.0,2017-10-01
1711,JORDAN,Rape,1.0,2017-10-01
1712,JORDAN,Robbery,9.0,2017-10-01
1716,KEEWAYDIN,Burglary,5.0,2017-10-01
1718,KEEWAYDIN,Larceny,6.0,2017-10-01
1721,KENNY,Aggravated Assault,1.0,2017-10-01
1723,KENNY,Auto Theft,1.0,2017-10-01
1724,KENNY,Burglary,1.0,2017-10-01
1726,KENNY,Larceny,3.0,2017-10-01
1731,KENWOOD,Auto Theft,1.0,2017-10-01
1732,KENWOOD,Burglary,4.0,2017-10-01
1734,KENWOOD,Larceny,1.0,2017-10-01
1737,KING FIELD,Aggravated Assault,4.0,2017-10-01
1739,KING FIELD,Auto Theft,1.0,2017-10-01
1740,KING FIELD,Burglary,13.0,2017-10-01
1742,KING FIELD,Larceny,13.0,2017-10-01
1743,KING FIELD,Rape,1.0,2017-10-01
1745,LIND - BOHANON,Aggravated Assault,3.0,2017-10-01
1747,LIND - BOHANON,Auto Theft,3.0,2017-10-01
1748,LIND - BOHANON,Burglary,5.0,2017-10-01
1750,LIND - BOHANON,Larceny,6.0,2017-10-01
1751,LIND - BOHANON,Rape,1.0,2017-10-01
1752,LIND - BOHANON,Robbery,1.0,2017-10-01
1753,LINDEN HILLS,Aggravated Assault,1.0,2017-10-01
1755,LINDEN HILLS,Auto Theft,2.0,2017-10-01
1756,LINDEN HILLS,Burglary,10.0,2017-10-01
1758,LINDEN HILLS,Larceny,11.0,2017-10-01
1766,LOGAN PARK,Larceny,3.0,2017-10-01
1768,LOGAN PARK,Robbery,1.0,2017-10-01
1769,LONGFELLOW,Aggravated Assault,7.0,2017-10-01
1771,LONGFELLOW,Auto Theft,3.0,2017-10-01
1772,LONGFELLOW,Burglary,3.0,2017-10-01
1774,LONGFELLOW,Larceny,36.0,2017-10-01
1776,LONGFELLOW,Robbery,4.0,2017-10-01
1777,LORING PARK,Aggravated Assault,3.0,2017-10-01
1779,LORING PARK,Auto Theft,3.0,2017-10-01
1780,LORING PARK,Burglary,3.0,2017-10-01
1782,LORING PARK,Larceny,41.0,2017-10-01
1783,LORING PARK,Rape,1.0,2017-10-01
1784,LORING PARK,Robbery,2.0,2017-10-01
1787,LOWRY HILL,Auto Theft,3.0,2017-10-01
1788,LOWRY HILL,Burglary,2.0,2017-10-01
1790,LOWRY HILL,Larceny,15.0,2017-10-01
1792,LOWRY HILL,Robbery,1.0,2017-10-01
1793,LOWRY HILL EAST,Aggravated Assault,1.0,2017-10-01
1795,LOWRY HILL EAST,Auto Theft,4.0,2017-10-01
1796,LOWRY HILL EAST,Burglary,3.0,2017-10-01
1798,LOWRY HILL EAST,Larceny,36.0,2017-10-01
1799,LOWRY HILL EAST,Rape,2.0,2017-10-01
1800,LOWRY HILL EAST,Robbery,4.0,2017-10-01
1801,LYNDALE,Aggravated Assault,1.0,2017-10-01
1802,LYNDALE,Arson,1.0,2017-10-01
1803,LYNDALE,Auto Theft,3.0,2017-10-01
1804,LYNDALE,Burglary,8.0,2017-10-01
1806,LYNDALE,Larceny,18.0,2017-10-01
1807,LYNDALE,Rape,1.0,2017-10-01
1808,LYNDALE,Robbery,4.0,2017-10-01
1812,LYNNHURST,Burglary,2.0,2017-10-01
1814,LYNNHURST,Larceny,5.0,2017-10-01
1819,MARCY HOLMES,Auto Theft,12.0,2017-10-01
1820,MARCY HOLMES,Burglary,8.0,2017-10-01
1822,MARCY HOLMES,Larceny,53.0,2017-10-01
1823,MARCY HOLMES,Rape,1.0,2017-10-01
1824,MARCY HOLMES,Robbery,5.0,2017-10-01
1830,MARSHALL TERRACE,Larceny,2.0,2017-10-01
1833,MCKINLEY,Aggravated Assault,6.0,2017-10-01
1835,MCKINLEY,Auto Theft,2.0,2017-10-01
1836,MCKINLEY,Burglary,8.0,2017-10-01
1838,MCKINLEY,Larceny,4.0,2017-10-01
1840,MCKINLEY,Robbery,2.0,2017-10-01
1843,MID - CITY INDUSTRIAL,Auto Theft,2.0,2017-10-01
1844,MID - CITY INDUSTRIAL,Burglary,1.0,2017-10-01
1846,MID - CITY INDUSTRIAL,Larceny,4.0,2017-10-01
1849,MIDTOWN PHILLIPS,Aggravated Assault,11.0,2017-10-01
1851,MIDTOWN PHILLIPS,Auto Theft,6.0,2017-10-01
1852,MIDTOWN PHILLIPS,Burglary,4.0,2017-10-01
1854,MIDTOWN PHILLIPS,Larceny,13.0,2017-10-01
1855,MIDTOWN PHILLIPS,Rape,1.0,2017-10-01
1856,MIDTOWN PHILLIPS,Robbery,2.0,2017-10-01
1860,MINNEHAHA,Burglary,7.0,2017-10-01
1862,MINNEHAHA,Larceny,4.0,2017-10-01
1864,MINNEHAHA,Robbery,1.0,2017-10-01
1867,MORRIS PARK,Auto Theft,1.0,2017-10-01
1868,MORRIS PARK,Burglary,2.0,2017-10-01
1870,MORRIS PARK,Larceny,2.0,2017-10-01
1873,NEAR - NORTH,Aggravated Assault,18.0,2017-10-01
1874,NEAR - NORTH,Arson,1.0,2017-10-01
1875,NEAR - NORTH,Auto Theft,3.0,2017-10-01
1876,NEAR - NORTH,Burglary,8.0,2017-10-01
1878,NEAR - NORTH,Larceny,32.0,2017-10-01
1879,NEAR - NORTH,Rape,3.0,2017-10-01
